bid;bname;blang;auth_id;auth_name;sid;sub;cat
7760;Falkland- Book 4.;en;912;Lytton| Baron Edward Bulwer Lytton;912;Literary;
7761;Falkland- Complete;en;913;Lytton| Baron Edward Bulwer Lytton;913;Literary;
7827;Fan : The Story of a Young Girl's Life;en;914;Hudson| W. H.;914;Literary;
7842;The Rise of Iskander;en;915;Disraeli| Earl of Beaconsfield Benjamin;915;Literary;
7855;The Vision of Desire;en;916;Pedler| Margaret;916;Literary;
7866;An Ambitious Man;en;917;Wilcox| Ella Wheeler;917;Literary;
7870;Tales of Daring and Danger;en;39;Henty, G. A. (George Alfred);7299;Adventure;LCSH
7884;In the Fog;en;289;Davis, Richard Harding;85;Detective and mystery ;LCSH
8073;A Fool for Love;en;918;Lynde| Francis;918;Literary;
8087;A Fountain Sealed;en;919;Sedgwick| Anne Douglas;919;Literary;
8091;Sketches and Studies;en;1101;Hawthorne, Nathaniel;6650;literature;LCSH
8131;The Misses Mallett (The Bridge Dividing);en;920;Young| E. H.;920;Literary;
8182;The Ghost of Guir House;en;921;Beale| Charles Willing;921;Ghost and Horror;
8220;Remarks;en;4393;Nye, Bill;1083;wit and humor;LCSH
8383;Monsieur Maurice;en;922;Edwards| Amelia Ann Blanford;922;Literary;
8386;Ptomaine Street: The Tale of Warble Petticoat;en;923;Wells| Carolyn;923;Literary;
8396;The Gentleman: A Romance of the Sea;en;924;Ollivant| Alfred;924;Sea and Adventure;
8403;Young People's Pride: A Novel;en;925;Ben Stephen Vincent;925;Literary;
8429;The Ancestral Footstep (fragment)Outlines of an English Romance;en;1101;Hawthorne, Nathaniel;6650;literature;LCSH
8464;Rest Harrow: A Comedy of Resolution;en;926;Hewlett| Maurice;926;Literary;
8507;Ten Great Events in History;en;5611;Johonnot, James;232;History;LCSH
8522;The Puritans;en;927;Bates| Arlo;927;Literary;
8549;The Woman with the Fan;en;928;Hichens| Robert;928;Literary;
8569;The Far Horizon;en;929;Malet| Lucas;929;Literary;
8570;The Philistines;en;930;Bates| Arlo;930;Literary;
8572;Cord and Creese;en;6861;De Mille, James;85;Detective and mystery ;LCSH
8596;The Wheel O' Fortune;en;931;Tracy| Louis;931;Literary;
8602;The Uninhabited House;en;19499;Riddell, J. H., Mrs.;1656;Horror;LCSH
8671;The Pagans;en;932;Bates| Arlo;932;Literary;
8694;The Abbot's Ghost, or Maurice Treherne's Temptation: A Christmas Story;en;2607;Alcott, Louisa May;1656;Horror;LCSH
8711;The Living Link: A Novel;en;933;Mille| James De;933;Literary;
8741;The Brass Bowl;en;934;Vance| Louis Joseph;934;Literary;
8771;Jurgen: A Comedy of Justice;en;2226;Cabell, James Branch;119;Fantasy ;LCSH
8778;The Water of the Wondrous Isles;en;127;Morris, William;119;Fantasy ;LCSH
8805;From One Generation to Another;en;935;Merriman| Henry Seton;935;Literary;
8813;Complete Prose Works;en;2066;Whitman, Walt;6650;literature;LCSH
8865;Miss Theodosia's Heartstrings;en;936;Donnell| Annie Hamilton;936;Literary;
8883;A Love Story;en;937;Christie| William Harvey;937;Literary;
8899;Three Weeks;en;938;Glyn| Elinor;938;Love and Romance;
9052;The Golden Calf;en;939;Braddon| M. E.;939;Literary;
9087;Eleanor;en;940;Ward| Mrs. Humphry;940;Literary;
9111;The Bride of Dreams;en;941;Eeden| Frederik van;941;Literary;
9189;Henry Dunbar: A Novel;en;942;Braddon| M. E.;942;Literary;
9191;Stephen Archer, and Other Tales;en;50;MacDonald, George;119;Fantasy ;LCSH
9259;Charlotte's Inheritance;en;943;Braddon| M. E.;943;Literary;
9305;One Day's Courtship- and The Heralds of Fame;en;944;Barr| Robert;944;Literary;
9311;Hetty's Strange History;en;945;Jackson| Helen Hunt;945;Literary;
9312;From Whose Bourne;en;414;Barr, Robert;85;Detective and mystery ;LCSH
9362;Birds of Prey;en;946;Braddon| M. E.;946;Literary;
9379;A Woman Intervenes;en;947;Barr| Robert;947;Literary;
9387;Theresa Marchmont- the Maid of Honour: A Tale;en;948;Gore| Mrs.;948;Literary;
9410;Helen of the Old House;en;949;Wright| Harold Bell;949;Literary;
9488;The Line of Love; Dizain des Mariages;en;3397;Mencken, H. L. (Henry Louis);119;Fantasy ;LCSH
9498;The Trespasser;en;1107;Lawrence, D. H. (David Herbert);883;Romance fiction;LCSH
9588;My Summer with Dr. Singletary Part 2 from Volume V of The Works of John Greenleaf Whittier;en;3192;Whittier, John Greenleaf;6650;literature;LCSH
9589;Tales and Sketches Part 3 from Volume V of The Works of John Greenleaf Whittier;en;3192;Whittier, John Greenleaf;6650;literature;LCSH
9590;Margaret Smith's Journal, and Tales and Sketches, Complete Volume V of The Works of John Greenleaf Whittier;en;3192;Whittier, John Greenleaf;6650;literature;LCSH
9593;Historical Papers Part 3 from Volume VI of The Works of John Greenleaf Whittier;en;3192;Whittier, John Greenleaf;232;History;LCSH
9594;The Works of John Greenleaf Whittier, Volume VI. (Of VII);en;3192;Whittier, John Greenleaf;232;History;LCSH
9597;The Inner Life Part 3 from The Works of John Greenleaf Whittier, Volume VII;en;3192;Whittier, John Greenleaf;6650;literature;LCSH
9599;The Works of John Greenleaf Whittier, Volume VII, Complete ;en;3192;Whittier, John Greenleaf;6650;literature;LCSH
9600;The Works of John Greenleaf Whittier, Complete;en;3192;Whittier, John Greenleaf;6650;literature;LCSH
9663;Domnei: A Comedy of Woman-Worship;en;2226;Cabell, James Branch;119;Fantasy ;LCSH
9746;The Ashiel mystery: A Detective Story;en;950;Bryce| Mrs. Charles;950;Detective and Mystery;
9747;The Fortune Hunter;en;951;Smith| Winchell| Vance| Louis Joseph;951;Literary;
9779;The Black Bag;en;3822;Vance, Louis Joseph;85;Detective and mystery ;LCSH
9807;Scarhaven Keep;en;952;Fletcher| J. S.;952;Detective and Mystery;
9809;The Price of Things;en;953;Glyn| Elinor;953;Literary;
9832;The Crimson Blind;en;4503;White, Fred M. (Fred Merrick);85;Detective and mystery ;LCSH
9849;The Brown Mask;en;954;Brebner| Percy James;954;Sea and Adventure;
9871;The Avenger;en;257;Oppenheim, E. Phillips (Edward Phillips);85;Detective and mystery ;LCSH
9873;Till the Clock Stops;en;4131;Bell, J. J. (John Joy);85;Detective and mystery ;LCSH
9926;The Two Guardians - Home in This World;en;955;Yonge| Charlotte M.;955;Literary;
9927;The Bronze Bell;en;956;Vance| Louis Joseph;956;Sea and Adventure;
9931;K;en;840;Rinehart, Mary Roberts;85;Detective and mystery ;LCSH
9967;Mr. Waddington of Wyck;en;957;Sinclair| May;957;Literary;
9993;Captivating Mary Carstairs;en;958;Harrison| Henry Sydnor;958;Literary;
10067;The Mystery of the Boule Cabinet: A Detective Story;en;1;Stevenson| Burton Egbert;1;Detective and Mystery;
10101;A Little Boy Lost;en;918;Hudson, W. H. (William Henry);1138;Fantasy ;LCSH
10368;The Vizier of the Two-Horned Alexander;en;442;Stockton, Frank Richard;119;Fantasy ;LCSH
10377;The Evil Guest;en;4224;Le Fanu, Joseph Sheridan;85;Detective and mystery ;LCSH
10379;At Love's Cost;en;3;Garvice| Charles;3;Literary;
10473;The Heart of the Range;en;4;White| William Patterson;4;Western Stories;
10477;Beacon Lights of History, Volume 01: The Old Pagan Civilizations;en;135;Lord, John;1761;History;LCSH
10478;Beacon Lights of History, Volume 02: Jewish Heroes and Prophets;en;135;Lord, John;1761;History;LCSH
10484;Beacon Lights of History, Volume 03: Ancient Achievements;en;135;Lord, John;232;History;LCSH
10521;The Primadonna A Sequel to Fair Margaret;en;814;Crawford, F. Marion (Francis Marion);85;Detective and mystery ;LCSH
10522;Beacon Lights of History, Volume 04: Imperial Antiquity;en;135;Lord, John;232;History;LCSH
10531;Beacon Lights of History, Volume 05: The Middle Ages;en;135;Lord, John;232;History;LCSH
10532;Beacon Lights of History, Volume 06: Renaissance and Reformation;en;135;Lord, John;232;History;LCSH
10533;Beacon Lights of History, Volume 07: Great Women;en;135;Lord, John;232;History;LCSH
10556;The Old Man in the Corner;en;2508;Orczy, Emmuska Orczy, Baroness;1706;Detective and mystery ;LCSH
10623;Plays;en;953;Glaspell, Susan;351;Drama;LCSH
10624;Three John Silence Stories;en;1139;Blackwood, Algernon;239;Horror;LCSH
10627;Beacon Lights of History, Volume 08: Great Rulers;en;135;Lord, John;232;History;LCSH
10640;Beacon Lights of History, Volume 09: European Statesmen;en;135;Lord, John;232;History;LCSH
10641;Beacon Lights of History, Volume 10: European Leaders;en;135;Lord, John;232;History;LCSH
10644;Beacon Lights of History, Volume 11: American Founders;en;135;Lord, John;232;History;LCSH
10647;Beacon Lights of History, Volume 12: American Leaders;en;135;Lord, John;232;History;LCSH
10648;Beacon Lights of History, Volume 13: Great Writers;en;135;Lord, John;232;History;LCSH
10649;Beacon Lights of History, Volume 14: The New Era A Supplementary Volume, by Recent Writers, as Set Forth in the Preface and Table of Contents;en;135;Lord, John;232;History;LCSH
10659;Three More John Silence Stories;en;1139;Blackwood, Algernon;239;Horror;LCSH
10718;The House of Whispers;en;754;Le Queux, William;85;Detective and mystery ;LCSH
10727;A Set of Rogues;en;9986;Barrett, Frank;199;Adventure;LCSH
10812;The Worshipper of the Image;en;5;Gallienne| Richard Le;5;Literary;
10826;The Book-Bills of Narcissus - An Account Rendered by Richard Le Gallienne;en;6;Gallienne| Richard Le;6;Literary;
10869;The Abandoned Room;en;12625;Camp, Wadsworth;85;Detective and mystery ;LCSH
10943;Elusive Isabel;en;7;Futrelle| Jacques;7;Detective and Mystery;
11004;Joe Burke's Last Stand;en;8;Wetterau| John Moncure;8;Literary;
11005;O+F;en;9;Wetterau| John Moncure;9;Literary;
11045;The Ghost Ship;en;12118;Middleton, Richard;1656;Horror;LCSH
11122;Choice Specimens of American Literature;en;11082;Martin, Benj. N. (Benjamin Nicholas);6650;literature;LCSH
11247;The Exploits of Brigadier Gerard;en;938;Doyle, Arthur Conan;7299;Adventure;LCSH
11259;Polly and the Princess;en;10;Dowd| Emma C.;10;Literary;
11280;Maggie Miller: The Story of Old Hagar's Secret;en;11;Holmes| Mary Jane;11;Literary;
11520;The Obstacle Race;en;12;Dell| Ethel M.;12;Literary;
11581;From out the Vasty Deep;en;13;Lowndes| Marie Belloc;13;Literary;
11610;Madam Crowl's Ghost and the Dead Sexton;en;4224;Le Fanu, Joseph Sheridan;1656;Horror;LCSH
11635;Green Tea;  Mr. Justice Harbottle;en;4224;Le Fanu, Joseph Sheridan;1656;Horror;LCSH
11639;Figures of Earth: A Comedy of Appearances;en;3328;Papé, Frank Cheyne;119;Fantasy ;LCSH
11655;Fate Knocks at the Door: A Novel;en;14;Comfort| Will Levington;14;Literary;
11674;The Torrent (Entre Naranjos);en;15;Ibez| Vicente Blasco;15;Literary;
11699;J. S. Le Fanu's Ghostly Tales, Volume 1;en;4224;Le Fanu, Joseph Sheridan;1656;Horror;LCSH
11700;J. S. Le Fanu's Ghostly Tales, Volume 2;en;4224;Le Fanu, Joseph Sheridan;1656;Horror;LCSH
11750;J. S. Le Fanu's Ghostly Tales, Volume 3 The Haunted Baronet (1871);en;4224;Le Fanu, Joseph Sheridan;1656;Horror;LCSH
11752;Chivalry: Dizain des Reines;en;24564;Rascoe, Burton;119;Fantasy ;LCSH
11759;The Bicyclers and Three Other Farces;en;3435;Bangs, John Kendrick;3326;Drama;LCSH
11930;More Fables;en;6109;Ade, George;1083;wit and humor;LCSH
11931;The Mystery of Monastery Farm;en;18;Naylor| H. R.;18;Literary;
11970;Wife in Name Only;en;19;Brame| Charlotte M.;19;Literary;
12102;Darrel of the Blessed Isles;en;20;Bacheller| Irving;20;Literary;
12181;The Story of Bessie Costrell;en;22;Ward| Mrs. Humphry;22;Literary;
12303;Fated to Be Free: A Novel;en;23;Ingelow| Jean;23;Literary;
12304;Nancy: A Novel;en;24;Broughton| Rhoda;24;Literary;
12357;The Case and the Girl;en;9301;Parrish, Randall;85;Detective and mystery ;LCSH
12360;The Top of the World;en;25;Dell| Ethel M.;25;Literary;
12429;The Last Leaf Observations, during Seventy-Five Years, of Men and Events in America and Europe;en;9583;Hosmer, James Kendall;232;History;LCSH
12444;Toaster's Handbook Jokes, Stories, and Quotations;en;6629;Wilson, H. W. (Halsey William);1083;wit and humor;LCSH
12450;The Reason Why;en;26;Glyn| Elinor;26;Literary;
12453;Miriam Monfort - A Novel;en;27;Warfield| Catherine A.;27;Literary;
12470;A Perilous Secret;en;28;Reade| Charles;28;Literary;
12520;Deadham Hard: A Romance;en;29;Malet| Lucas;29;Literary;
12592;J. S. Le Fanu's Ghostly Tales, Volume 5;en;4224;Le Fanu, Joseph Sheridan;1656;Horror;LCSH
12647;J. S. Le Fanu's Ghostly Tales, Volume 4;en;4224;Le Fanu, Joseph Sheridan;1656;Horror;LCSH
12672;A Spinner in the Sun;en;31;Reed| Myrtle;31;Literary;
12733;Tokyo to Tijuana: Gabriele Departing America;en;33;Sills| Steven David Justin;33;Literary;
12793;Cobwebs from an Empty Skull;en;3740;Dalziel, George;1083;wit and humor;LCSH
12828;Two Ghostly Mysteries A Chapter in the History of a Tyrone Family; and the Murdered Cousin;en;4224;Le Fanu, Joseph Sheridan;1656;Horror;LCSH
12832;Said the Observer;en;24437;Stellman, Louis J. (Louis John);1083;wit and humor;LCSH
12886;The Coquette's Victim - Everyday Life Library No. 1;en;34;Brame| Charlotte M;34;Literary;
12935;The Song of the Blood-Red Flower;en;35;Linnankoski| Johannes;35;Literary;
12972;People Like That - A Novel;en;36;Bosher| Kate Langley;36;Literary;
12988;Representative Plays by American Dramatists: 1856-1911: In Mizzoura;en;210;Thomas, Augustus;351;Drama;LCSH
12989;The Lady of Big Shanty;en;37;Smith| F. Berkeley;37;Literary;
13005;Representative Plays by American Dramatists: 1856-1911: Francesca da Rimini;en;16179;Boker, George H. (George Henry);351;Drama;LCSH
13006;Representative Plays by American Dramatists: 1856-1911: Paul Kauvar; or, Anarchy;en;2732;MacKaye, Steele;351;Drama;LCSH
13057;The Philanderers;en;38;Mason| A. E. W.;38;Literary;
13162;Coralie - Everyday Life Library No. 2;en;39;Brame| Charlotte M.;39;Literary;
13178;Broken to the Plow - A Novel;en;40;Dobie| Charles Caldwell;40;Literary;
13212;The Wild Olive: A Novel;en;41;King| Basil;41;Literary;
13257;The American Baron: A Novel;en;42;Mille| James De;42;Literary;
13273;Out of the Ashes;en;43;Grant| Ethel Watts Mumford;43;Literary;
13312;The Light That Lures;en;44;Brebner| Percy James;44;Literary;
13432;Miss Bretherton;en;45;Ward| Mrs. Humphry;45;Literary;
13454;Aylwin;en;46;Watts-Dunton| Theodore;46;Literary;
13541;The Collected Works of Ambrose Bierce- Volume 1;en;47;Bierce| Ambrose;47;Literary;
13543;People You Know;en;6109;Ade, George;1083;wit and humor;LCSH
13572;The Son of Clemenceau- A Novel of Modern Love and Life;en;48;Dumas| Alexandre;48;Literary;
13647;Nonsense Songs;en;353;Lear, Edward;59;wit and humor;LCSH
13650;Nonsense Books;en;353;Lear, Edward;59;wit and humor;LCSH
13664;Selections from the Writings of Lord Dunsany;en;528;Yeats, W. B. (William Butler);1138;Fantasy ;LCSH
13776;One Day A sequel to 'Three Weeks';en;49;Elinor Glyn;49;Literary;
13913;The Port of Missing Men;en;50;Nicholson| Meredith;50;Literary;
13960;Charles Rex;en;52;Dell| Ethel M.;52;Love and Romance;
13985;V. V.'s Eyes;en;53;Harrison| Henry Sydnor;53;Literary;
14051;The End of the World: A Love Story;en;54;Eggleston| Edward;54;Love and Romance;
14079;Sandy;en;55;Rice| Alice Caldwell Hegan;55;Sea and Adventure;
14145;If Winter Comes;en;56;Hutchinson| A. S. M.;56;Literary;
14174;The Mating of Lydia;en;2303;Ward, Humphry, Mrs.;85;Detective and mystery ;LCSH
14253;Flames;en;58;Hichens| Robert;58;Literary;
14303;Queed - A Novel;en;59;Harrison| Henry Sydnor;59;Literary;
14352;Patty and Azalea;en;687;Wells, Carolyn;85;Detective and mystery ;LCSH
14361;Carmen's Messenger;en;195;Bindloss, Harold;85;Detective and mystery ;LCSH
14382;The Missing Bride;en;60;Southworth| Emma Dorothy Eliza Nevitte;60;Literary;
14395;Septimus;en;61;Locke| William John;61;Literary;
14420;The Exemplary Novels of Cervantes;en;62;Saavedra| Miguel de Cervantes;62;Literary;
14427;True Love's Reward - A Sequel to Mona;en;63;Sheldon| Mrs. Georgie;63;Literary;
14432;A Dream of the North Sea;en;7500;Runciman, James;199;Adventure;LCSH
14454;The Doctor's Dilemma;en;64;Stretton| Hesba;64;Literary;
14471;The Empty House and Other Ghost Stories;en;1139;Blackwood, Algernon;239;Horror;LCSH
14490;A Daughter of To-Day;en;65;Duncan| Sara Jeannette;65;Literary;
14523;Sister Carmen;en;66;Corvus| M.;66;Literary;
14581;The Just and the Unjust;en;67;Kester| Vaughan;67;Literary;
14605;The Devil's Garden;en;68;Maxwell| W. B.;68;Literary;
14669;Jaffery;en;69;Locke| William John;69;Literary;
14687;Christian's Mistake;en;70;Craik| Dinah Maria Mulock;70;Literary;
14708;The Laurel Bush: An Old-Fashioned Love Story;en;71;Craik| Dinah Maria Mulock;71;Love and Romance;
14712;Vandover and the Brute;en;72;Norris| Frank;72;Literary;
14852;The Younger Set;en;73;Chambers| Robert W.;73;Literary;
14858;The Man Thou Gavest;en;74;Comstock| Harriet T.;74;Literary;
14885;Red Pottage;en;75;Cholmondeley| Mary;75;Literary;
15013;The Keeper of the Door;en;76;Dell| Ethel M.;76;Literary;
15067;The Cathedral;en;77;Huysmans| J.-K.;77;Literary;
15094;The Cab of the Sleeping Horse;en;78;Scott| John Reed;78;Literary;
15116;The Jervaise Comedy;en;79;Beresford| J. D.;79;Literary;
15117;Sea and Shore - A Sequel to Miriam's Memoirs;en;80;Warfield| Catherine A.;80;Literary;
15123;David Lockwin The People's Idol;en;81;McGovern| John;81;Literary;
15143;Famous Modern Ghost Stories;en;15770;Harvey, William Fryer;1656;Horror;LCSH
15179;The Inner Sisterhood - A Social Study in High Colors;en;82;Sherley| Douglass;82;Literary;
15181;My Mother's Rival - Everyday Life Library No. 4;en;83;Brame| Charlotte M.;83;Literary;
15182;Marion Arleigh's Penance - Everyday Life Library No. 5;en;84;Brame| Charlotte M.;84;Literary;
15183;The Tragedy of the Chain Pier - Everyday Life Library No. 3;en;85;Brame| Charlotte M.;85;Literary;
15244;Lewie - The Bended Twig;en;86;Bradford| Sarah H.;86;Literary;
15258;Cecilia de Noël;en;22183;Falconer, Lanoe;8934;Horror;LCSH
15275;Bessie's Fortune: A Novel;en;87;Holmes| Mary Jane;87;Literary;
15302;The Man with the Clubfoot;en;11192;Williams, Valentine;85;Detective and mystery ;LCSH
15315;Gladys- the Reaper;en;88;Beale| Anne;88;Literary;
15317;The Baronet's Bride- A Woman's Vengeance;en;89;Fleming| May Agnes;89;Literary;
15321;Tracy Park: A Novel;en;90;Holmes| Mary Jane;90;Literary;
15357;The Notorious Mrs. Ebbsmith;en;1097;Pinero, Arthur Wing;8938;Romance fiction;LCSH
15370;Bab Ballads and Savoy Songs;en;5979;Gilbert, W. S. (William Schwenck);59;wit and humor;LCSH
15430;The Lever: A Novel;en;91;Orcutt| William Dana;91;Literary;
15498;Trumps;en;92;Curtis| George William;92;Literary;
15519;Representative Plays by American Dramatists: 1856-1911;en;10463;Bunce, Oliver Bell;3326;Drama;LCSH
15527;Captivity;en;93;Eyles| Leonora;93;Literary;
15569;The Cuckoo Clock;en;98;Molesworth, Mrs.;1138;Fantasy ;LCSH
15585;Humorous Masterpieces from American Literature;en;8299;Mason, Edward T. (Edward Tuckerman);1083;wit and humor;LCSH
15599;The Collected Works of Ambrose Bierce, Volume 8 Negligible Tales, On With the Dance, Epigrams;en;1040;Bierce, Ambrose;6650;literature;LCSH
15671;A Splendid Hazard;en;94;MacGrath| Harold;94;Literary;
15704;Far to Seek - A Romance of England and India;en;95;Diver| Maud;95;Literary;
15743;Bunker Bean;en;96;Wilson| Harry Leon;96;Literary;
15774;Ishmael- In the Depths;en;97;Southworth| Emma Dorothy Eliza Nevitte;97;Literary;
15788;Waste: A Tragedy, In Four Acts;en;6181;Granville-Barker, Harley;8938;Romance fiction;LCSH
15793;An Unpardonable Liar;en;98;Parker| Gilbert;98;Literary;
15797;The Seeker;en;99;Wilson| Harry Leon;99;Literary;
15799;Walter Harland - Memories of the Past;en;100;Caswell| Harriet S.;100;Literary;
15851;Love Conquers All;en;9689;Williams, Gluyas;1083;wit and humor;LCSH
15864;Garman and Worse: A Norwegian Novel;en;101;Kielland| Alexander Lange;101;Literary;
15875;The Unseen Bridegroom- Wedded For a Week;en;102;Fleming| May Agnes;102;Literary;
15895;Allegories of Life;en;103;Adams| Mrs. J. S.;103;Allegories;
15934;His Excellency the Minister;en;104;Claretie| Jules;104;Literary;
15941;An Englishwoman's Love-Letters;en;105;Housman| Laurence;105;Literary;
15989;The Fatal Glove;en;106;Augusta| Clara;106;Literary;
16039;The Lost Lady of Lone;en;107;Southworth| Emma Dorothy Eliza Nevitte;107;Literary;
16080;Uncle Max;en;108;Carey| Rosa Nouchette;108;Literary;
16094;For Woman's Love;en;109;Southworth| Emma Dorothy Eliza Nevitte;109;Literary;
16137;The Hoyden;en;110;Duchess|;110;Literary;
16138;The Cromptons;en;111;Holmes| Mary Jane;111;Literary;
16143;A Man and a Woman;en;112;Waterloo| Stanley;112;Literary;
16161;The Seven Great Monarchies Of The Ancient Eastern World, Vol 1: Chaldaea;en;1168;Rawlinson, George;1761;History;LCSH
16162;The Seven Great Monarchies Of The Ancient Eastern World, Vol 2: Assyria;en;1168;Rawlinson, George;1761;History;LCSH
16163;The Seven Great Monarchies Of The Ancient Eastern World, Vol 3: Media;en;1168;Rawlinson, George;1761;History;LCSH
16164;The Seven Great Monarchies Of The Ancient Eastern World, Vol 4: Babylon;en;1168;Rawlinson, George;1761;History;LCSH
16217;Prince Fortunatus;en;113;Black| William;113;Literary;
16252;Jan: A Dog and a Romance;en;114;Dawson| A. J.;114;Literary;
16259;The Surprising Adventures of the Magical Monarch of Mo and His People;en;925;Ver Beck, Frank;1138;Fantasy ;LCSH
16283;Idolatry: A Romance;en;115;Hawthorne| Julian;115;Literary;
16345;Ellen Walton - The Villain and His Victims;en;117;Addison| Alvin;117;Literary;
16381;The Summons;en;118;Mason| A. E. W.;118;Literary;
16398;What Necessity Knows;en;119;Dougall| L.;119;Literary;
16403;Led Astray and The Sphinx - Two Novellas In One Volume;en;120;Feuillet| Octave;120;Literary;
16405;Stories of Mystery Little Classics, Volume 8 (of 18);en;1134;Johnson, Rossiter;85;Detective and mystery ;LCSH
16435;The Atlantic Book of Modern Plays;en;15049;Middleton, George;351;Drama;LCSH
16453;The Measure of a Man;en;121;Barr| Amelia E.;121;Literary;
16497;The Moon out of Reach;en;122;Pedler| Margaret;122;Love and Romance;
16554;Foes;en;123;Johnston| Mary;123;Literary;
16574;The Twins - A Domestic Novel;en;124;Tupper| Martin Farquhar;124;Literary;
16612;The Lee Shore;en;125;Macaulay| Rose;125;Literary;
16635;The Climbers A Play in Four Acts;en;2851;Fitch, Clyde;351;Drama;LCSH
16662;Bad Hugh;en;126;Holmes| Mary Jane;126;Literary;
16676;Eveline Mandeville - The Horse Thief Rival;en;127;Addison| Alvin;127;Literary;
16677;The Chink in the Armour;en;579;Lowndes, Marie Belloc;85;Detective and mystery ;LCSH
16682;Adrien Leroy;en;128;Garvice| Charles;128;Literary;
16703;A Comedy of Masks: A Novel;en;129;Dowson| Ernest Christopher| Moore| Arthur;129;Literary;
16719;The Husbands of Edith;en;130;McCutcheon| George Barr;130;Literary;
16720;Marzio's Crucifix and Zoroaster;en;131;Crawford| F. Marion;131;Literary;
16730;Mike Fletcher: A Novel;en;132;Moore| George Augustus;132;Literary;
16771;Jacqueline of Golden River;en;133;Egbert| H. M.;133;Literary;
16788;My Little Lady;en;134;Poynter| E. Frances;134;Literary;
16798;Elster's Folly: A Novel;en;135;Wood| Mrs. Henry;135;Literary;
16799;Dangerous Ages;en;136;Macaulay| Rose;136;Literary;
16803;Lydia of the Pines;en;137;Morrow| Honor;137;Literary;
16836;Mark Hurdlestone - The Two Brothers;en;138;Moodie| Susanna;138;Literary;
16909;The Halo;en;139;Hutten| Bettina Von;139;Literary;
16919;The Bradys and the Girl Smuggler Working for the Custom House;en;140;Doughty| Francis Worcester;140;Detective and Mystery;
16929;Treat 'em Rough: Letters from Jack the Kaiser Killer;en;5308;Lardner, Ring;1083;wit and humor;LCSH
16968;The Bad Man: A Novel;en;141;Browne| Porter Emerson| Towne| Charles Hanson;141;Literary;
16993;Miss Dexie - A Romance of the Provinces;en;143;Eveleth| Stanford;143;Literary;
17047;The Half-Hearted;en;144;Buchan| John;144;Sea and Adventure;
17048;The Man and the Moment;en;145;Glyn| Elinor;145;Literary;
17062;The Crock of Gold - A Rural Novel;en;146;Tupper| Martin Farquhar;146;Literary;
17084;Guy Livingstone'Thorough';en;147;Lawrence| George A.;147;Literary;
17141;Destiny;en;148;Buck| Charles Neville;148;Literary;
17160;Modern Prose And Poetry; For Secondary Schools Edited With Notes, Study Helps, And Reading Lists;en;22767;Ashmun, Margaret;6650;literature;LCSH
17175;The Tapestry Room: A Child's Romance;en;98;Molesworth, Mrs.;1138;Fantasy ;LCSH
17176;The Ghost: A Modern Fantasy;en;759;Bennett, Arnold;1656;Horror;LCSH
17191;The Actress in High Life - An Episode in Winter Quarters;en;149;Bowen| Sue Petigru;149;Literary;
17241;Atlantis;en;150;Hauptmann| Gerhart;150;Literary;
17308;Sunrise;en;151;Black| William;151;Literary;
17320;Political and Literary essays, 1908-1913;en;24281;Cromer, Evelyn Baring, Earl of;232;History;LCSH
17321;History of Egypt, Chaldea, Syria, Babylonia, and Assyria in the Light of Recent Discovery;en;771;Hall, H. R. (Harry Reginald);1761;History;LCSH
17359;Arms and the Woman;en;152;MacGrath| Harold;152;Love and Romance;
17381;What Timmy Did;en;579;Lowndes, Marie Belloc;85;Detective and mystery ;LCSH
17390;Hearts and Masks;en;153;MacGrath| Harold;153;Literary;
17402;The Adventures of Kathlyn;en;154;MacGrath| Harold;154;Literary;
17426;The Marvelous Land Of Oz;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
17446;The Second Honeymoon;en;156;Ayres| Ruby M.;156;Literary;
17500;The Return of the Native;en;471;Hardy, Thomas;883;Romance fiction;LCSH
17559;On the Church Steps;en;159;Hallowell| Sarah C.;159;Literary;
17564;By the Light of the Soul: A Novel;en;160;Freeman| Mary Eleanor Wilkins;160;Literary;
17642;Romance;en;161;Conrad| Joseph| Ford| Ford Madox;161;Literary;
17647;The Strange Case of Cavendish;en;9301;Parrish, Randall;85;Detective and mystery ;LCSH
17698;Bella Donna: A Novel;en;162;Hichens| Robert;162;Literary;
17745;The Courage of Marge O'Doone;en;163;Curwood| James Oliver;163;Literary;
17801;Milly Darrell;en;113;Braddon, M. E. (Mary Elizabeth);85;Detective and mystery ;LCSH
17806;Foes in Ambush;en;164;King| Charles;164;Literary;
17872;Gifts of Genius: A Miscellany of Prose and Poetry by American Authors;en;14845;Osgood, Samuel;6650;literature;LCSH
17893;The Best Ghost Stories;en;8816;French, Joseph Lewis;1656;Horror;LCSH
17938;Contrary Mary;en;165;Bailey| Temple;165;Literary;
17953;The Haunters & The Haunted Ghost Stories And Tales Of The Supernatural;en;6101;Rhys, Ernest;1656;Horror;LCSH
17960;Giles Corey, Yeoman: A Play;en;1624;Freeman, Mary Eleanor Wilkins;3326;Drama;LCSH
18022;Betty at Fort Blizzard;en;166;Seawell| Molly Elliot;166;Literary;
18052;Medoline Selwyn's Work;en;167;Colter| Mrs. J. J.;167;Literary;
18054;The Zeit-Geist;en;168;Dougall| L.;168;Literary;
18239;The Road to Mandalay - A Tale of Burma;en;170;Croker| B. M.;170;Literary;
18259;Gentle Julia;en;171;Tarkington| Booth;171;Literary;
